record_id,record_grain,circle,circle_short_name,region_name,state_name,city_name,pr_created_by,project_name,sub_project_name,project_id,site_id,site_name,site_type,technology,budget_category_name,natural_account,po_number,po_line_id,line_number,po_type,po_status,vendor_id,vendor_name,buyer_name,project_manager_name,po_date,delivery_start_date,delivery_end_date,need_by_date,promised_date,payment_terms,po_description,item_code,item_description,material_service,item_head,item_sub,item_sub_sub,uom,unit_price_inr,quantity_ordered,quantity_received_line_total,quantity_cancelled_line_total,quantity_billed_to_date,quantity_open_line_total,po_line_amount_inr,received_amount_line_total_inr,billed_amount_to_date_inr,open_po_amount_inr,line_closure_status,shipment_line_status_code,fulfilment_event_number,receipt_type,grn_service_entry_number,grn_service_entry_date,event_received_quantity,event_accepted_quantity,event_rejected_quantity,event_receipt_amount_inr,receipt_status,inspection_status,rfai_date,isq_short_status,isq_milestone,invoice_number,invoice_date,invoice_quantity,invoice_basic_amount_inr,invoice_tax_amount_inr,invoice_total_amount_inr,invoice_status,three_way_match_status,hold_reason,payment_status,payment_date,po_ageing_days,po_ageing_slab,delivery_delay_days,rfai_ageing_days,rfai_ageing_slab,invoice_ageing_days,invoice_ageing_slab,receipt_completion_pct,billing_completion_pct,delayed_po_flag,invoice_without_receipt_flag,overbilling_flag,closure_readiness_flag,wcc_status,amendment_status,as_of_date
REC-000861,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Amit Sharma,Gujarat New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-GJ-2026,GJ-VAD-8787,Vadodara Site 8787,Ground Based Tower,5G,CAPEX,540210,PO-2026-00171,PO-2026-00171-002,2,Supply,Fully Fulfilled,V011,Radiant Antenna Technologies,Amit Sharma,Nitin Bose,2026-04-19,2026-05-02,2026-09-08,2026-06-23,2026-06-25,90 days from invoice,Supply PO for 15 kVA Diesel Generator at Vadodara Site 8787,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,371300,35,35.0,0,27.65,0,12995500,12995500.0,10266445.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000861,2026-05-12,33.29,33.29,0.0,12360577.0,Accepted,Passed,2026-05-12,Accepted,Commissioning Complete,INV-V011-2026-000861,2026-06-12,27.65,10266445.0,1847960.1,12114405.1,On Hold,Matched,Rate variance,On Hold,,88,61-90 days,-44,65,61-90 days,34,31-60 days,100.0,79.0,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000862,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Amit Sharma,Gujarat New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-GJ-2026,GJ-VAD-8787,Vadodara Site 8787,Ground Based Tower,5G,CAPEX,540210,PO-2026-00171,PO-2026-00171-002,2,Supply,Fully Fulfilled,V011,Radiant Antenna Technologies,Amit Sharma,Nitin Bose,2026-04-19,2026-05-02,2026-09-08,2026-06-23,2026-06-25,90 days from invoice,Supply PO for 15 kVA Diesel Generator at Vadodara Site 8787,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,371300,35,35.0,0,29.04,0,12995500,12995500.0,10782552.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2026-000862,2026-04-30,1.71,1.71,0.0,634923.0,Accepted,Passed,2026-04-29,Completed,Site Acceptance,INV-V011-2026-000862,2026-06-14,1.39,516107.0,92899.26,609006.26,Approved,Matched,,Due,,88,61-90 days,-56,78,61-90 days,32,31-60 days,100.0,82.97,N,N,N,Y,Not Required,Amended,2026-07-16
REC-000863,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Amit Sharma,Gujarat New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-GJ-2026,GJ-VAD-9107,Vadodara Site 9107,Rooftop Tower,5G,CAPEX,540210,PO-2026-00171,PO-2026-00171-003,3,Supply,Fully Fulfilled,V011,Radiant Antenna Technologies,Amit Sharma,Nitin Bose,2026-04-19,2026-05-02,2026-09-08,2026-09-06,2026-09-11,90 days from invoice,Supply PO for 48V Telecom Rectifier System at Vadodara Site 9107,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,156000,32,32.0,0,0,0,4992000,4992000.0,0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000863,2026-06-30,23.78,23.1,0.68,3603600.0,Partially Accepted,Passed with Rejection,2026-06-30,Completed,Material Delivered,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,88,61-90 days,-73,16,0-30 days,,,100.0,0.0,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000864,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Amit Sharma,Gujarat New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-GJ-2026,GJ-VAD-9107,Vadodara Site 9107,Rooftop Tower,5G,CAPEX,540210,PO-2026-00171,PO-2026-00171-003,3,Supply,Fully Fulfilled,V011,Radiant Antenna Technologies,Amit Sharma,Nitin Bose,2026-04-19,2026-05-02,2026-09-08,2026-09-06,2026-09-11,90 days from invoice,Supply PO for 48V Telecom Rectifier System at Vadodara Site 9107,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,156000,32,32.0,0,0,0,4992000,4992000.0,0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2026-000864,2026-05-01,8.22,8.22,0.0,1282320.0,Accepted,Passed,2026-04-28,Accepted,Site Acceptance,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,88,61-90 days,-133,79,61-90 days,,,100.0,0.0,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000865,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Vadodara,Amit Sharma,Gujarat New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-GJ-2026,GJ-VAD-4038,Vadodara Site 4038,IBS,5G,CAPEX,540210,PO-2026-00171,PO-2026-00171-004,4,Supply,Partially Fulfilled,V011,Radiant Antenna Technologies,Amit Sharma,Nitin Bose,2026-04-19,2026-05-02,2026-09-08,2026-07-24,2026-08-05,90 days from invoice,Supply PO for 24 Core Optical Fibre Cable at Vadodara Site 4038,MAT-FIBER-24C,24 Core Optical Fibre Cable,Material,Transmission,Optical Fibre,24C OFC,KM,61900,37,14.32,0.00,12.09,22.68,2290300,886408.00,748371.00,1403892.00,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000865,2026-05-05,14.32,14.32,0.00,886408.00,Accepted,Passed,2026-06-21,Completed,Material Delivered,INV-V011-2026-000865,2026-05-11,12.09,748371.00,134706.78,883077.78,Approved,Quantity Variance,,Overdue,,88,61-90 days,-40,25,0-30 days,66,61-90 days,38.70,32.68,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000866,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Hyderabad,Rohit Menon,Telangana Tower Fiberization Program,Coverage Gaps,PRJ-FIBERIZATION-TS-2025,TS-HYD-8357,Hyderabad Site 8357,IBS,5G,CAPEX,540320,PO-2025-00172,PO-2025-00172-001,1,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Nitin Bose,2025-08-05,2025-09-01,2025-12-21,2025-08-23,2025-09-07,60 days from invoice,Supply PO for 5G Baseband Unit at Hyderabad Site 8357,MAT-BBU-5G,5G Baseband Unit,Material,Active Equipment,Baseband,5G BBU,EA,362400,27,11.19,0,7.85,15.81,9784800,4055256.0,2844840.0,5729544.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2025-000866,2025-10-19,8.29,8.29,0.0,3004296.0,Accepted,Passed,2025-10-19,Completed,Site Acceptance,INV-V010-2025-000866,2025-11-27,7.85,2844840.0,512071.2,3356911.2,On Hold,Matched,Rate variance,On Hold,,345,>180 days,42,270,>180 days,231,>180 days,41.44,29.07,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000867,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Hyderabad,Rohit Menon,Telangana Tower Fiberization Program,Coverage Gaps,PRJ-FIBERIZATION-TS-2025,TS-HYD-8357,Hyderabad Site 8357,IBS,5G,CAPEX,540320,PO-2025-00172,PO-2025-00172-001,1,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Nitin Bose,2025-08-05,2025-09-01,2025-12-21,2025-08-23,2025-09-07,60 days from invoice,Supply PO for 5G Baseband Unit at Hyderabad Site 8357,MAT-BBU-5G,5G Baseband Unit,Material,Active Equipment,Baseband,5G BBU,EA,362400,27,11.19,0,10.37,15.81,9784800,4055256.0,3758088.0,5729544.0,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2025-000867,2025-09-16,2.9,2.9,0.0,1050960.0,Accepted,Passed,2025-09-15,Completed,Material Delivered,INV-V010-2025-000867,2025-10-21,2.52,913248.0,164384.64,1077632.64,Paid,Matched,,Paid,2025-12-04,345,>180 days,9,304,>180 days,268,>180 days,41.44,38.41,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000868,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Hyderabad,Rohit Menon,Telangana Tower Fiberization Program,Coverage Gaps,PRJ-FIBERIZATION-TS-2025,TS-HYD-8582,Hyderabad Site 8582,IBS,4G,CAPEX,540320,PO-2025-00172,PO-2025-00172-002,2,Supply,Open,V010,Pioneer Telecom Logistics,Rohit Menon,Nitin Bose,2025-08-05,2025-09-01,2025-12-21,2025-12-15,2025-12-17,60 days from invoice,Supply PO for 5G Remote Radio Unit at Hyderabad Site 8582,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,163800,33,0.00,0.00,0.00,33.00,5405400,0.00,0.00,5405400.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,345,>180 days,-103,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000869,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Hyderabad,Rohit Menon,Telangana Tower Fiberization Program,Coverage Gaps,PRJ-FIBERIZATION-TS-2025,TS-HYD-8582,Hyderabad Site 8582,IBS,4G,CAPEX,540320,PO-2025-00172,PO-2025-00172-002,2,Supply,Open,V010,Pioneer Telecom Logistics,Rohit Menon,Nitin Bose,2025-08-05,2025-09-01,2025-12-21,2025-12-15,2025-12-17,60 days from invoice,Supply PO for 5G Remote Radio Unit at Hyderabad Site 8582,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,163800,33,0.00,0.00,0.00,33.00,5405400,0.00,0.00,5405400.00,Open - Unfulfilled,Open - Unfulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,345,>180 days,-72,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000870,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Hyderabad,Rohit Menon,Telangana Tower Fiberization Program,Coverage Gaps,PRJ-FIBERIZATION-TS-2025,TS-HYD-8582,Hyderabad Site 8582,IBS,4G,CAPEX,540320,PO-2025-00172,PO-2025-00172-002,2,Supply,Open,V010,Pioneer Telecom Logistics,Rohit Menon,Nitin Bose,2025-08-05,2025-09-01,2025-12-21,2025-12-15,2025-12-17,60 days from invoice,Supply PO for 5G Remote Radio Unit at Hyderabad Site 8582,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,163800,33,0.00,0.00,0.00,33.00,5405400,0.00,0.00,5405400.00,Open - Unfulfilled,Open - Unfulfilled,3,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,345,>180 days,62,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000871,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Hyderabad,Rohit Menon,Telangana Tower Fiberization Program,Coverage Gaps,PRJ-FIBERIZATION-TS-2025,TS-HYD-8582,Hyderabad Site 8582,IBS,4G,CAPEX,540320,PO-2025-00172,PO-2025-00172-002,2,Supply,Open,V010,Pioneer Telecom Logistics,Rohit Menon,Nitin Bose,2025-08-05,2025-09-01,2025-12-21,2025-12-15,2025-12-17,60 days from invoice,Supply PO for 5G Remote Radio Unit at Hyderabad Site 8582,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,163800,33,0.00,0.00,0.00,33.00,5405400,0.00,0.00,5405400.00,Open - Unfulfilled,Open - Unfulfilled,4,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,345,>180 days,34,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000872,PO_LINE_FULFILMENT_ALLOCATION,Andhra Pradesh,AP,South,Andhra Pradesh,Visakhapatnam,Priya Iyer,Andhra Pradesh 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-AP-2026,AP-VIS-1021,Visakhapatnam Site 1021,IBS,Transmission,CAPEX,610140,PO-2026-00173,PO-2026-00173-001,1,Supply,Partially Fulfilled,V004,NexWave Radio Systems India,Priya Iyer,Nitin Bose,2026-04-07,2026-05-05,2026-06-28,2026-07-26,2026-08-10,30 days from invoice,Supply PO for Ground Based Tower Steel Structure at Visakhapatnam Site 1021,MAT-TOWER-GBT,Ground Based Tower Steel Structure,Material,Passive Equipment,Tower,GBT Structure,MT,124300,25,8.87,0,7.54,16.13,3107500,1102541.0,937222.0,2004959.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000872,2026-05-18,8.87,8.87,0.0,1102541.0,Accepted,Passed,2026-05-15,Accepted,Commissioning Complete,INV-V004-2026-000872,2026-06-28,7.54,937222.0,168699.96,1105921.96,Approved,Matched,,Due,,100,91-180 days,-84,62,61-90 days,18,0-30 days,35.48,30.16,N,N,N,N,Not Required,Amended,2026-07-16
REC-000873,PO_LINE_FULFILMENT_ALLOCATION,Andhra Pradesh,AP,South,Andhra Pradesh,Visakhapatnam,Priya Iyer,Andhra Pradesh 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-AP-2026,AP-VIS-9274,Visakhapatnam Site 9274,Rooftop Tower,4G,CAPEX,610140,PO-2026-00173,PO-2026-00173-002,2,Supply,Partially Fulfilled,V004,NexWave Radio Systems India,Priya Iyer,Nitin Bose,2026-04-07,2026-05-05,2026-06-28,2026-07-25,2026-08-07,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Visakhapatnam Site 9274,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,205400,22,5.70,0.00,4.82,16.30,4518800,1170780.00,990028.00,3348020.00,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000873,2026-06-19,5.70,5.70,0.00,1170780.00,Accepted,Passed,2026-06-24,Accepted,Installation Completed,INV-V004-2026-000873,2026-06-25,4.82,990028.00,178205.04,1168233.04,On Hold,Matched,,On Hold,,100,91-180 days,-43,22,0-30 days,21,0-30 days,25.91,21.91,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000874,PO_LINE_FULFILMENT_ALLOCATION,Andhra Pradesh,AP,South,Andhra Pradesh,Visakhapatnam,Priya Iyer,Andhra Pradesh 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-AP-2026,AP-VIS-9274,Visakhapatnam Site 9274,Rooftop Tower,4G,CAPEX,610140,PO-2026-00173,PO-2026-00173-002,2,Supply,Partially Fulfilled,V004,NexWave Radio Systems India,Priya Iyer,Nitin Bose,2026-04-07,2026-05-05,2026-06-28,2026-07-25,2026-08-07,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Visakhapatnam Site 9274,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,205400,22,5.70,0.00,4.82,16.30,4518800,1170780.00,990028.00,3348020.00,Partially Fulfilled,Partially Fulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,100,91-180 days,-71,,,,,25.91,21.91,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000875,PO_LINE_FULFILMENT_ALLOCATION,Andhra Pradesh,AP,South,Andhra Pradesh,Visakhapatnam,Priya Iyer,Andhra Pradesh 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-AP-2026,AP-VIS-7828,Visakhapatnam Site 7828,Pole Site,4G,CAPEX,610140,PO-2026-00173,PO-2026-00173-003,3,Supply,Partially Fulfilled,V004,NexWave Radio Systems India,Priya Iyer,Nitin Bose,2026-04-07,2026-05-05,2026-06-28,2026-04-23,2026-05-04,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Visakhapatnam Site 7828,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,258800,32,22.79,0,21.54,9.21,8281600,5898052.0,5574552.0,2383548.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000875,2026-05-31,22.79,22.79,0.0,5898052.0,Accepted,Passed,2026-05-26,Accepted,Installation Completed,INV-V004-2026-000875,2026-06-07,21.54,5574552.0,1003419.36,6577971.36,Approved,Matched,,Due,,100,91-180 days,27,51,31-60 days,39,31-60 days,71.22,67.31,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000876,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Chennai,Priya Iyer,Tamil Nadu Tower Fiberization Program,Phase 2 Rural,PRJ-FIBERIZATION-TN-2026,TN-CHE-9408,Chennai Site 9408,Pole Site,4G,CAPEX,610140,PO-2026-00174,PO-2026-00174-001,1,Service,Finally Closed,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-03-13,2026-03-20,2026-04-27,2026-06-25,2026-07-05,30 days from invoice,Service PO for Diesel generator annual maintenance at Chennai Site 9408,SRV-DG-AMC,Diesel generator annual maintenance,Service,Managed Services,Power O&M,DG AMC,YEAR,86000,4,4.0,0,3.47,0,344000,344000.0,298420.0,0,Fully Fulfilled,Fully Fulfilled,1,Service Entry Sheet,SES-2026-000876,2026-04-28,3.52,3.52,0.0,302720.0,Accepted,Passed,2026-04-28,Accepted,Milestone Certified,INV-V002-2026-000876,2026-05-26,3.47,298420.0,53715.6,352135.6,Paid,Matched,,Paid,2026-06-25,125,91-180 days,-68,79,61-90 days,51,31-60 days,100.0,86.75,N,N,N,Y,Submitted,No Amendment,2026-07-16
REC-000877,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Chennai,Priya Iyer,Tamil Nadu Tower Fiberization Program,Phase 2 Rural,PRJ-FIBERIZATION-TN-2026,TN-CHE-9408,Chennai Site 9408,Pole Site,4G,CAPEX,610140,PO-2026-00174,PO-2026-00174-001,1,Service,Fully Fulfilled,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-03-13,2026-03-20,2026-04-27,2026-06-25,2026-07-05,30 days from invoice,Service PO for Diesel generator annual maintenance at Chennai Site 9408,SRV-DG-AMC,Diesel generator annual maintenance,Service,Managed Services,Power O&M,DG AMC,YEAR,86000,4,4.0,0,3.91,0,344000,344000.0,336260.0,0,Fully Fulfilled,Fully Fulfilled,2,Service Entry Sheet,SES-2026-000877,2026-04-10,0.48,0.48,0.0,41280.0,Accepted,Passed,2026-04-06,Accepted,Service Entry Approved,INV-V002-2026-000877,2026-04-22,0.44,37840.0,6811.2,44651.2,Booked,Matched,,Overdue,,125,91-180 days,-86,101,91-180 days,85,61-90 days,100.0,97.75,N,N,N,N,Submitted,No Amendment,2026-07-16
REC-000878,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Chennai,Priya Iyer,Tamil Nadu Tower Fiberization Program,Phase 2 Rural,PRJ-FIBERIZATION-TN-2026,TN-CHE-1138,Chennai Site 1138,Rooftop Tower,Transmission,CAPEX,610140,PO-2026-00174,PO-2026-00174-002,2,Service,Open,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-03-13,2026-03-20,2026-04-27,2026-07-14,2026-07-24,30 days from invoice,Service PO for RF and structural site survey at Chennai Site 1138,SRV-SURVEY,RF and structural site survey,Service,Professional Services,Survey,Site Survey,SITE,42300,20,0.00,0.00,0.00,20.00,846000,0.00,0.00,846000.00,Open - Unfulfilled,Open - Unfulfilled,1,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,125,91-180 days,-118,,,,,0.00,0.00,Y,N,N,N,Approved,Amended,2026-07-16
REC-000879,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Karimnagar,Rohit Menon,Telangana New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-TS-2026,TS-KAR-3709,Karimnagar Site 3709,Small Cell,4G/5G,CAPEX,540210,PO-2026-00175,PO-2026-00175-001,1,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Rahul Deshmukh,2026-05-12,2026-05-28,2026-10-21,2026-07-15,2026-07-23,30 days from invoice,Supply PO for 15 kVA Diesel Generator at Karimnagar Site 3709,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,285100,30,23.27,0.00,12.18,6.73,8553000,6634277.00,3472518.00,1918723.00,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000879,2026-06-01,13.37,13.37,0.00,3811787.00,Accepted,Passed,2026-06-26,Accepted,Commissioning Complete,INV-V010-2026-000879,2026-06-12,12.18,3472518.00,625053.24,4097571.24,Booked,Matched,,Due,,65,61-90 days,-22,20,0-30 days,34,31-60 days,77.57,40.60,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000880,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Karimnagar,Rohit Menon,Telangana New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-TS-2026,TS-KAR-3709,Karimnagar Site 3709,Small Cell,4G/5G,CAPEX,540210,PO-2026-00175,PO-2026-00175-001,1,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Rahul Deshmukh,2026-05-12,2026-05-28,2026-10-21,2026-07-15,2026-07-23,30 days from invoice,Supply PO for 15 kVA Diesel Generator at Karimnagar Site 3709,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,285100,30,23.27,0.00,15.58,6.73,8553000,6634277.00,4441858.00,1918723.00,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2026-000880,2026-06-19,9.90,9.90,0.00,2822490.00,Accepted,Passed,2026-06-12,Closed,Material Delivered,INV-V010-2026-000880,2026-07-10,3.40,969340.00,174481.20,1143821.20,Approved,Matched,,Due,,65,61-90 days,-37,34,31-60 days,6,0-30 days,77.57,51.93,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000881,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Karimnagar,Rohit Menon,Telangana New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-TS-2026,TS-KAR-3709,Karimnagar Site 3709,Small Cell,4G/5G,CAPEX,540210,PO-2026-00175,PO-2026-00175-001,1,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Rahul Deshmukh,2026-05-12,2026-05-28,2026-10-21,2026-07-15,2026-07-23,30 days from invoice,Supply PO for 15 kVA Diesel Generator at Karimnagar Site 3709,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,285100,30,23.27,0.00,15.58,6.73,8553000,6634277.00,4441858.00,1918723.00,Partially Fulfilled,Partially Fulfilled,3,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,65,61-90 days,-30,,,,,77.57,51.93,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000882,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-0836,Coimbatore Site 0836,IBS,Transmission,CAPEX,540210,PO-2026-00176,PO-2026-00176-001,1,Service,Partially Fulfilled,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-07-04,2026-07-17,45 days from invoice,Service PO for Optical fibre trenching and laying at Coimbatore Site 0836,SRV-OFC-LAY,Optical fibre trenching and laying,Service,Network Services,Fibre Deployment,OFC Laying,KM,128800,12,7.69,0,0,4.31,1545600,990472.0,0,555128.0,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2026-000882,2026-05-02,1.07,1.07,0.0,137816.0,Accepted,Passed,2026-04-27,Accepted,Milestone Certified,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,130,91-180 days,-76,80,61-90 days,,,64.08,0.0,N,N,N,N,Submitted,No Amendment,2026-07-16
REC-000883,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-0836,Coimbatore Site 0836,IBS,Transmission,CAPEX,540210,PO-2026-00176,PO-2026-00176-001,1,Service,Partially Fulfilled,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-07-04,2026-07-17,45 days from invoice,Service PO for Optical fibre trenching and laying at Coimbatore Site 0836,SRV-OFC-LAY,Optical fibre trenching and laying,Service,Network Services,Fibre Deployment,OFC Laying,KM,128800,12,7.69,0,2.98,4.31,1545600,990472.0,383824.0,555128.0,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2026-000883,2026-04-21,4.96,4.57,0.39,588616.0,Partially Accepted,Passed with Rejection,2026-04-20,Closed,Work Completion Confirmed,INV-V015-2026-000883,2026-04-30,2.98,383824.0,69088.32,452912.32,Paid,Matched,,Paid,2026-06-10,130,91-180 days,-87,87,61-90 days,77,61-90 days,64.08,24.83,N,N,N,N,Approved,No Amendment,2026-07-16
